Identifier	Character	Dialogue	Filename	Line Number
Chapter5_86d8264a	extend	 that didn't make things any better.	game/Chapter5.rpy	1615
Chapter5_2c6d8415		W-What should I do!?	game/Chapter5.rpy	1616
Chapter5_f3c514fc	g	I think it's about time we got out.	game/Chapter5.rpy	1623
Chapter5_308b1731		He left the spring without saying much and gathered his clothes.	game/Chapter5.rpy	1624
Chapter5_fd3e11a3	g	Better hurry up. Don't want to catch a cold.	game/Chapter5.rpy	1631
Chapter5_5aa72ccd	mc	Y-Yeah...	game/Chapter5.rpy	1632
Chapter5_c8974c0a		That wasn't what I had in mind...	game/Chapter5.rpy	1639
gWakeUp_210fb9ed	mc	... Mmmng...	game/Chapter6.rpy	11
gWakeUp_fe654e62	g	Zzzz...	game/Chapter6.rpy	12
gWakeUp_72dcfee5		The bright sunlight beaming down on my face woke me from my sleep.	game/Chapter6.rpy	13
gWakeUp_4d8b4b68		I rubbed my eyes, yawning while strecthing my arms and legs like a cat had finished taking its nap.	game/Chapter6.rpy	14
gWakeUp_aee47e67		It's morning already?	game/Chapter6.rpy	15
gWakeUp_3f871f46	mc	Hmm?	game/Chapter6.rpy	16
gWakeUp_60396336		I turned to look beside me and saw Goro still fast asleep.	game/Chapter6.rpy	17
gWakeUp_0477326f		That's right. Last night...	game/Chapter6.rpy	22
gWakeUp_568696f0		After he kissed me...\n	game/Chapter6.rpy	23
gWakeUp_6e84b490	extend	We came back to the campsite and fell asleep together.	game/Chapter6.rpy	24
gWakeUp_cbd84b30		He's still got me wrapped up in his arms...	game/Chapter6.rpy	25
gWakeUp_a151457e		I can't believe we were asleep like this the whole night.	game/Chapter6.rpy	26
gWakeUp_408333ab	mc	Ehehe...	game/Chapter6.rpy	27
gWakeUp_fe654e62_1	g	Zzzz...	game/Chapter6.rpy	28
gWakeUp_9ff9205a		That's a cute snore for a big dragon.	game/Chapter6.rpy	29
gWakeUp_5ea9a4f1	g	Ugmmh...	game/Chapter6.rpy	30
gWakeUp_cfc8bf53	mc	... ... ...	game/Chapter6.rpy	31
gWakeUp_591bd7cf	g	Yawn...	game/Chapter6.rpy	32
gWakeUp_c997da18		He looked at me while blushing slightly.	game/Chapter6.rpy	37
gWakeUp_4817ecb6	g	O-Oh.... err...	game/Chapter6.rpy	38
gWakeUp_38cd7fff	extend	 morning...	game/Chapter6.rpy	39
gWakeUp_5aa70338	mc	M-Morning...	game/Chapter6.rpy	40
gWakeUp_23f2ad8f		I still feel a little embarrass and nervous looking into his eyes.	game/Chapter6.rpy	41
gWakeUp_1d5722be	g	Did you...	game/Chapter6.rpy	42
gWakeUp_bc7fe380	extend	 sleep well?	game/Chapter6.rpy	43
gWakeUp_358476ce		I didn't just sleep well. I slept like a baby.	game/Chapter6.rpy	44
gWakeUp_089dbd98		The way you embraced me last night made me feel safe and secure. If only I could sleep like that every night...	game/Chapter6.rpy	45
gWakeUp_c8fbee38	mc	Yeah... I slept really well.	game/Chapter6.rpy	46
gWakeUp_99a625f6	mc	Thanks Goro.	game/Chapter6.rpy	47
gWakeUp_e8e752e1		He released me from his arms and got up from the ground.	game/Chapter6.rpy	51
WakeUp_8ead3000	mc	Mnggh...	game/Chapter6.rpy	62
WakeUp_6f7a5cfe	mc	Yawn...	game/Chapter6.rpy	63
WakeUp_2f4007fe		Morning already?	game/Chapter6.rpy	64
WakeUp_3e71e845	g	Morning...	game/Chapter6.rpy	69
WakeUp_427556d4	mc	O-Oh, good morning.	game/Chapter6.rpy	70
WakeUp_6ec479aa		Goro was sitting by the extinguished campfire prodding at the ashes with a stick.	game/Chapter6.rpy	75
Chapter6_31304f37	g	We're going to get a few things today. To prepare you for your journey.	game/Chapter6.rpy	90
Chapter6_84f16542	mc	Okay...	game/Chapter6.rpy	95
Chapter6_c7175f9a		That's right. The day is nearing for me to leave this island.	game/Chapter6.rpy	96
Chapter6_ced4f9db	g	We'll be gathering some provisions for you.	game/Chapter6.rpy	97
Chapter6_3533a42c	mc	How much do we need?	game/Chapter6.rpy	98
Chapter6_14a147c8	g	Enough for three to four days.	game/Chapter6.rpy	106
Chapter6_cc7f1c75	mc	T-That much!?	game/Chapter6.rpy	113
Chapter6_5871d1f4	g	You need at least that much if you want to survive.	game/Chapter6.rpy	114
Chapter6_624ea995	mc	Three to four days on a boat, at sea...	game/Chapter6.rpy	121
Chapter6_8df6ced9	mc	What if another storm comes along?	game/Chapter6.rpy	128
Chapter6_bc7b4a08	g	That won't happen.	game/Chapter6.rpy	135
Chapter6_444b1f77	mc	?	game/Chapter6.rpy	142
Chapter6_db73323b	g	It's very unlikely for another one to appear.	game/Chapter6.rpy	149
Chapter6_b256ec11	g	I know this because of the previous storms.	game/Chapter6.rpy	150
Chapter6_11b5dafe	mc	That's a relief...	game/Chapter6.rpy	157
Chapter6_5b765a65	g	We'll get a move on once you're ready.	game/Chapter6.rpy	164
Chapter6_a49ed4f8	mc	Okay.	game/Chapter6.rpy	171
Chapter6_c474728f		It's so humid today.	game/Chapter6.rpy	184
Chapter6_1b4bafa1	extend	 The weather is really unpredictable on this island.	game/Chapter6.rpy	185
Chapter6_31e40211		I wish it could rain a little right about now...	game/Chapter6.rpy	186
Chapter6_14e7d354	extend	 just so I can cool down a bit.	game/Chapter6.rpy	187
Chapter6_ff180f4f	g	Here should be fine...	game/Chapter6.rpy	188
Chapter6_582359ea	mc	Hm?	game/Chapter6.rpy	193
Chapter6_1ba1a9fb	g	Let's take a break here [povname].	game/Chapter6.rpy	198
Chapter6_004d0ac1		I didn't think we'd be stopping so early.	game/Chapter6.rpy	199
Chapter6_f2ee75d0	mc	I can carry on walking Goro. I'm not really tired or anything.	game/Chapter6.rpy	206
Chapter6_e70fa53d	g	No...	game/Chapter6.rpy	213
Chapter6_a0a2747d	g	We'll stop here.	game/Chapter6.rpy	220
Chapter6_484e55f5		Maybe he's the one feeling tired?	game/Chapter6.rpy	221
Chapter6_1948d3dd	mc	Well alright then. Guess I'll take it easy for now.	game/Chapter6.rpy	222
Chapter6_44391cc6		I planted myself on the ground and stretched out my legs.	game/Chapter6.rpy	227
Chapter6_5f821f41	mc	Mmmngh... aaaah... 	game/Chapter6.rpy	228
Chapter6_5bb6a434	mc	Still, it's really hot today...	game/Chapter6.rpy	233
Chapter6_4185ba1e		Goro settled down by leaning next to a tree with the sun beaming down on him.	game/Chapter6.rpy	240
Chapter6_1f861139	mc	Aren't you hot Goro?	game/Chapter6.rpy	247
Chapter6_d2023870		He looked around aimlessly as he answered.	game/Chapter6.rpy	248
Chapter6_396bd16f	g	Hm?	game/Chapter6.rpy	255
Chapter6_2a08bf92	g	Oh...	game/Chapter6.rpy	256
Chapter6_a2b68175	extend	 yeah... it's good.	game/Chapter6.rpy	257
Chapter6_5fc04311		What's wrong with him?\n	game/Chapter6.rpy	258
Chapter6_48c48c30	extend	Is something on his mind?	game/Chapter6.rpy	259
Chapter6_8fea2db2	mc	Hmm...	game/Chapter6.rpy	266
Chapter6_89463e3c		Maybe he's just hungry.	game/Chapter6.rpy	267
Chapter6_11944bd3	mc	Do you want me to go and find something for you to eat while you rest.	game/Chapter6.rpy	274
Chapter6_8b131a4e	g	What!?	game/Chapter6.rpy	281
Chapter6_0056eaa7	g	N-No, just stay there.	game/Chapter6.rpy	282
Chapter6_d6bfae07	mc	You sure you're okay?	game/Chapter6.rpy	283
Chapter6_f32d8eff		I looked at him with concern as he was acting a little different than usual.	game/Chapter6.rpy	284
Chapter6_94d4e432	g	I'm fine.	game/Chapter6.rpy	291
Chapter6_82faf3d7	g	I'm going to head off for a little bit.	game/Chapter6.rpy	292
Chapter6_972d8b13	g	Promise me you'll stay here.	game/Chapter6.rpy	293
Chapter6_07f6114d		What's gotten into him all of a sudden?	game/Chapter6.rpy	294
Chapter6_3bd28e4e	mc	You're acting really strange Goro...\n	game/Chapter6.rpy	301
Chapter6_aafbe927	extend	What's-	game/Chapter6.rpy	302
Chapter6_23a5e902	g	Just promise me [povname]!	game/Chapter6.rpy	309
Chapter6_39130d8a		He looks really serious. The way he stares into my eyes forces me to nod my head in return.	game/Chapter6.rpy	316
Chapter6_3b1ffb75		That scared me a little bit especially with the way he reacted.	game/Chapter6.rpy	317
Chapter6_7af3facf	g	I'll be back soon. Don't go anywhere.	game/Chapter6.rpy	324
Chapter6_0c414a48	mc	W-Wait Goro!	game/Chapter6.rpy	334
Chapter6_182108df		I watched him as he hurried off into the woods, brushing pass the tall grass and leaves.	game/Chapter6.rpy	335
Chapter6_99f9e1a7	mc	What was...	game/Chapter6.rpy	342
Chapter6_c50710e2	extend	 that all about?	game/Chapter6.rpy	343
Chapter6_7533f5d7		Something just doesn't feel right...	game/Chapter6.rpy	344
Chapter6_3ea64808		He looked quite nervous or maybe a little on edge?\n	game/Chapter6.rpy	345
Chapter6_2c388331		Everything was fine up until we came into the woods...	game/Chapter6.rpy	346
Chapter6_aaa40f91	mc	Goro...	game/Chapter6.rpy	358
Chapter6_01c7873f		Why hasn't he come back yet?	game/Chapter6.rpy	359
Chapter6_e3af4b49		I feel like I've been sitting here for a long time.	game/Chapter6.rpy	360
Chapter6_bdcfae0f		I'm starting to get a bit worried...\n	game/Chapter6.rpy	367
Chapter6_4ca38c53	extend	Maybe I should go look for him...	game/Chapter6.rpy	368
Chapter6_fb3d7f6c		But what if he comes by when I leave here?	game/Chapter6.rpy	369
Chapter6_d701d876		Also I kind of promised him not to move from this spot...	game/Chapter6.rpy	370
Chapter6_0a69f768	mc	Sigh...	game/Chapter6.rpy	371
Chapter6_c3956e3c		What am I to do now...	game/Chapter6.rpy	372
Chapter6_2e813160		I lowered my head down in frustration, feeling restless and unable to think of what I should be doing.	game/Chapter6.rpy	373
Chapter6_3146f4f5	mc	And here I thought we'd be spending the last day or two together gathering some food...	game/Chapter6.rpy	374
Chapter6_059d9063		The thought of food made my stomach growl.	game/Chapter6.rpy	375
Chapter6_08d7fa25	mc	I'm so hungry...	game/Chapter6.rpy	379
Chapter6_582359ea_1	mc	Hm?	game/Chapter6.rpy	386
Chapter6_29deb9fe		A sudden rustling from a bush in the distance caught my attention.	game/Chapter6.rpy	390
Chapter6_6cc92c7a	mc	Goro?\n	game/Chapter6.rpy	391
Chapter6_7cfa6828	extend	Is that you?	game/Chapter6.rpy	392
Chapter6_6ee2b300		A chill ran down my spine. I got scared because there were no responses when I called out.	game/Chapter6.rpy	393
Chapter6_31a559d4	mc	Goro, you there?	game/Chapter6.rpy	402
Chapter6_1a718842		Sweat began to form on my skin from the uncertainty in front of me.	game/Chapter6.rpy	403
Chapter6_14adeaab		I stood up slowly as I looked around, observing and listening to my surrounding.	game/Chapter6.rpy	404
Chapter6_61138859	mc	G-Goro, if you're there please answer me.	game/Chapter6.rpy	411
Chapter6_cfc8bf53	mc	... ... ...	game/Chapter6.rpy	415
Chapter6_ce855d21		Silence took over with nothing but the sound of chirping birds and buzzing cicadas in the forest.	game/Chapter6.rpy	416
Chapter6_d91458f0	mc	Phew...	game/Chapter6.rpy	423
Chapter6_13fa23cb		The bushes from a distant rustled again and this time...	game/Chapter6.rpy	429
Chapter6_eaec7b3b	mc	WAH!!	game/Chapter6.rpy	438
Chapter6_e687d580		It's a tiger!\n	game/Chapter6.rpy	443
Chapter6_17ddfdee	extend	A-And it's huge too!	game/Chapter6.rpy	444
Chapter6_16bc4060	t	Grr...	game/Chapter6.rpy	445
Chapter6_75f6450b		Th-That size isn't normal!\n	game/Chapter6.rpy	446
Chapter6_4663aa8a	extend	Wh-What should I do. It's snarling at me!\n	game/Chapter6.rpy	447
Chapter6_21686128	extend	Does it think I'm its prey!?	game/Chapter6.rpy	448
Chapter6_4ab6f3cd		I-Im scared...	game/Chapter6.rpy	449
Chapter6_cd7fcc73	extend	 my legs won't move...	game/Chapter6.rpy	450
Chapter6_f08f7def		I watched in terror as the large feline circulated around me from a distance.	game/Chapter6.rpy	451
Chapter6_f4754873		Tears began to form as I imagined the worst case scenario.	game/Chapter6.rpy	452
Chapter6_a1250a82		My body became stiff, my heart was beating extremely fast and my breathing got heavier by the second.	game/Chapter6.rpy	453
Chapter6_e044eece	t	Grrr...	game/Chapter6.rpy	454
Chapter6_ef34ee85	t	Growl!!!	game/Chapter6.rpy	455
Chapter6_f0fe72de		I flinched as it bared its fangs and leapt towards me.	game/Chapter6.rpy	456
Chapter6_31edccd4	mc	H-Help!!	game/Chapter6.rpy	457
Chapter6_63e0e2da		...Goro...	game/Chapter6.rpy	458
Chapter6_1c0d2f4a		I shut my eyes in fear and curled up into a ball.	game/Chapter6.rpy	463
Chapter6_a3fa705f		My body wasn't ready to face the impact of the moment where the wild beast would sink its deadly teeth into me.	game/Chapter6.rpy	464
Chapter6_cfc8bf53_1	mc	... ... ...	game/Chapter6.rpy	465
Chapter6_c45ef91c		The sound of my heartbeat was ringing loudly in my ear.\n	game/Chapter6.rpy	470
Chapter6_73c17f2d	extend	It was the only thing left that I could hear.	game/Chapter6.rpy	471
Chapter6_189eef8e	g	WHAT ARE YOU DOING!?\n	game/Chapter6.rpy	472
Chapter6_0e8e37f7	extend	GET UP!	game/Chapter6.rpy	473
Chapter6_446a4886		I opened my eyes to find Goro on the floor and the ferocious tiger on top of him.	game/Chapter6.rpy	478
Chapter6_f92f4eff		He struggled continuously, trying to hold back the giant feline from its deadly claws.	game/Chapter6.rpy	479
Chapter6_3e2e831a	mc	Goro!	game/Chapter6.rpy	491
Chapter6_6b5bcd94	g	RUN!	game/Chapter6.rpy	492
Chapter6_53669585		His voice echoed loudly as I stood there watching helplessly.	game/Chapter6.rpy	493
Chapter6_38b87473	mc	B-But-	game/Chapter6.rpy	494
Chapter6_bb5a3929	g	I SAID RUN!	game/Chapter6.rpy	495
Chapter6_3b86b120	g	GET OUT OF HERE!	game/Chapter6.rpy	496
Chapter6_8f6dbe29		I fumbled as I began to run but got back on my feet.	game/Chapter6.rpy	497
Chapter6_009dbc8b		W-What should I do?	game/Chapter6.rpy	498
Chapter6_8e088570		At this rate... Goro will...	game/Chapter6.rpy	499
		Get up and run for it.	game/Chapter6.rpy	501
		Pick up the nearest and biggest looking stick.	game/Chapter6.rpy	501
		Grab the nearest rock.	game/Chapter6.rpy	501
Chapter6_3b86b120_1	g	GET OUT OF HERE!	game/Chapter6.rpy	503
Chapter6_ed36c976		I turned on my heels and began running away. I felt awful, powerless, pathetic and useless.	game/Chapter6.rpy	504
Chapter6_cc7fbc7e		A mixture of feelings began to well up inside me. Teardrops began to form and roll off from my face while I ran.	game/Chapter6.rpy	518
Chapter6_673a3dc5		I don't even know where I should run to.	game/Chapter6.rpy	526
Chapter6_8051bf75		My mind was completely overwhelmed by the tiger and bad things that might happen to Goro.	game/Chapter6.rpy	527
Chapter6_460932fc		I began to worry for Goro's safety and started to slow down...	game/Chapter6.rpy	528
Chapter6_cfc8bf53_2	mc	... ... ...	game/Chapter6.rpy	529
Chapter6_274be87b		I'm such a coward for leaving him behind...	game/Chapter6.rpy	530
Chapter6_bcff91ca		All this time I've been running...	game/Chapter6.rpy	531
Chapter6_85e3da32		Running away...	game/Chapter6.rpy	532
Chapter6_ec66dc17	extend	 from my past because I was scared to face it...	game/Chapter6.rpy	533
Chapter6_f80ec9a8		Running away	game/Chapter6.rpy	534
Chapter6_b387df05	extend	 from my parents because I didn't have the courage to talk to them properly...	game/Chapter6.rpy	535
Chapter6_226d890f		And now...	game/Chapter6.rpy	536
Chapter6_eb14968c	extend	 from Goro.	game/Chapter6.rpy	537
Chapter6_1a967344		Everything. All of it.	game/Chapter6.rpy	538
Chapter6_62c83bbc		I'm always trying to find the easiest way out when it comes to things that matter...	game/Chapter6.rpy	539
Chapter6_2485f494	mc	I...	game/Chapter6.rpy	540
Chapter6_f8777a4e		I don't want to run anymore.	game/Chapter6.rpy	541
Chapter6_cfc8bf53_3	mc	... ... ...	game/Chapter6.rpy	542
Chapter6_1bde8293		I'm tired of running!	game/Chapter6.rpy	546
Chapter6_b5d01dc3		I began sprinting towards the campsite.	game/Chapter6.rpy	554
Chapter6_560488bb		It's not far but I can make it there and back!	game/Chapter6.rpy	555
Chapter6_8ac1565d		I ran like I've never ran before and arrived there sweating and breathing hard.	game/Chapter6.rpy	556
Chapter6_76dd69aa	mc	Huff... huff...	game/Chapter6.rpy	561
Chapter6_369d8199		It should be here somewhere!	game/Chapter6.rpy	562
Chapter6_c52e6596		I shuffled around near the campfire looking for a certain item.	game/Chapter6.rpy	563
Chapter6_3ab180c4	mc	Got it!	game/Chapter6.rpy	564
Chapter6_e46415fd		It was the rock that Goro had sharpened that I'd use for cooking.	game/Chapter6.rpy	569
Chapter6_378eb119	mc	This should do!	game/Chapter6.rpy	570
Chapter6_09c97563		I held onto the object and ran back at the scene as quick as I can.	game/Chapter6.rpy	571
Chapter6_edf35682		The thought of Goro being attacked and covered in blood pushed my body to move even quicker.	game/Chapter6.rpy	579
Chapter6_a86bcb11		Running through the forest, ignoring my surrounding, cutting and bruising myself. I didn't care. At this precise moment whatever happens to me are unimportant.	game/Chapter6.rpy	580
Chapter6_fb5932c4		Right now I've got to go back and save Goro!	game/Chapter6.rpy	581
Chapter6_52694bdb		Goro!	game/Chapter6.rpy	589
Chapter6_7e4a959e	g	Huff... Nghh...	game/Chapter6.rpy	590
Chapter6_0b65c768		I came into view with the tiger at a distance. Goro was backed up onto a tree with his left arm dripping with blood.	game/Chapter6.rpy	596
Chapter6_9cf48663		The tiger seems to be on its guard as it circled around Goro.	game/Chapter6.rpy	597
Chapter6_276c1491		This is my chance.	game/Chapter6.rpy	598
Chapter6_0eceb0f1		Goro kept his watch on the tiger for any sudden movement.	game/Chapter6.rpy	599
Chapter6_d34fffd5		They both snarled at each other. Like a predator on it's prey.	game/Chapter6.rpy	600
Chapter6_de42cc4b		I gripped onto the weapon tightly trying to muster up the courage and crept up to the nearest tree.	game/Chapter6.rpy	601
Chapter6_24d7a928		The tiger didn't seem like it had noticed my presence.\n	game/Chapter6.rpy	602
Chapter6_66af385a	extend	I waited until it was close enough for me to reach.	game/Chapter6.rpy	603
Chapter6_30d51086		My heart throbbed all the way up to my throat. I swallowed hard.	game/Chapter6.rpy	604
Chapter6_2463c9c4		Almost there...	game/Chapter6.rpy	608
Chapter6_53c933ba		The tiger's gaze was fixed onto Goro. Its back became visible to me.	game/Chapter6.rpy	609
Chapter6_b4cf3a8d		Here!	game/Chapter6.rpy	613
Chapter6_77185fe2		I leapt out at the tiger with the weapon ready to strike.	game/Chapter6.rpy	618
Chapter6_a1ef7643	g	[povname]!?	game/Chapter6.rpy	623
Chapter6_d64a8a70		It was sudden but the tiger leapt to the side and almost avoided my attempt to attack it.	game/Chapter6.rpy	624
Chapter6_198e7020	t	Grrrowl!!	game/Chapter6.rpy	630
Chapter6_92afa087		The tiger growled in pain. Seems like I just manage to graze it on its side.	game/Chapter6.rpy	631
Chapter6_70eca31f		I fell onto the ground, face first, as the weapon flew out of my hand.	game/Chapter6.rpy	632
Chapter6_05d5bcc9	g	[povname]!\n	game/Chapter6.rpy	633
Chapter6_3421e7c5	extend	IDIOT!	game/Chapter6.rpy	634
Chapter6_1a43c282	g	WHAT ARE YOU DOING HERE!?	game/Chapter6.rpy	635
Chapter6_470a9fcb		I turned over to look at the tiger. It's focus was now on me.	game/Chapter6.rpy	636
Chapter6_b22a1ee0	g	GET UP!	game/Chapter6.rpy	637
Chapter6_3326aec3		Those blood thirsty feline eyes staring down at me gave me shivers.	game/Chapter6.rpy	638
Chapter6_5d29e980	g	MOVE!	game/Chapter6.rpy	639
Chapter6_98f81c55	mc	I-I... I c-c-can't...	game/Chapter6.rpy	640
Chapter6_2d6b6f98	g	GRR...	game/Chapter6.rpy	641
Chapter6_b75d183a		The ferocious tiger leapt towards me, claws ready and fangs covered in blood.	game/Chapter6.rpy	642
Chapter6_ce022c73	t	GROWL!	game/Chapter6.rpy	643
Chapter6_06535c5e	mc	AAHHHH!!!	game/Chapter6.rpy	644
Chapter6_6321d8c6	g	[povname]!!!	game/Chapter6.rpy	645
Chapter6_60bbad13	g	GRRRRR!	game/Chapter6.rpy	646
Chapter6_b16321a3		Goro picked up the weapon on the floor and thrust it at the tigers head with extreme force.	game/Chapter6.rpy	647
Chapter6_66cd4212		The wild animal fell onto the ground, laying on its side and completely still. Blood was now oozing out of its head	game/Chapter6.rpy	653
Chapter6_77706cd2		I sat there trembling as I looked up to Goro with his left arm dripping in his own blood.	game/Chapter6.rpy	654
Chapter6_e0db77e5	g	... ... ...	game/Chapter6.rpy	662
Chapter6_dbf3a822	g	Why did you come back?	game/Chapter6.rpy	663
Chapter6_64150b98	mc	A... a.. I-I-	game/Chapter6.rpy	664
Chapter6_05f5f40f		I wasn't able to find the words that I wanted to say. In fact I couldn't, my mind was still in shock from all that's happened.	game/Chapter6.rpy	665
Chapter6_8892234e	g	WHAT HELL WERE YOU THINKING!?\n	game/Chapter6.rpy	666
Chapter6_7d1229f1	extend	YOU COULD OF DIED THERE!	game/Chapter6.rpy	667
Chapter6_11932bb0	mc	Bu-But... I-I...	game/Chapter6.rpy	668
Chapter6_3fe58e31	g	I TOLD YOU TO RUN!	game/Chapter6.rpy	669
Chapter6_58bec5d4	g	NOT COME BACK AND GET YOURSELF KILLED!	game/Chapter6.rpy	670
Chapter6_e9dd39be	g	YOU HUMANS WILL NEVER LEARN!	game/Chapter6.rpy	671
Chapter6_fb708924	mc	YOU'RE WRONG!	game/Chapter6.rpy	680
Chapter6_96a8d2ab	g	!	game/Chapter6.rpy	681
Chapter6_0b9b586f	mc	I-I can't blame you for getting angry and...	game/Chapter6.rpy	682
Chapter6_027b9223	extend	 I-I'm sorry I came back...	game/Chapter6.rpy	683
Chapter6_ff17e066	mc	I'm sorry I tried doing something so dangerous without thinking it through properly.	game/Chapter6.rpy	684
Chapter6_17c8a06c	mc	But!\n	game/Chapter6.rpy	685
Chapter6_5f30c78f	extend	I'm tired of running!	game/Chapter6.rpy	686
Chapter6_1f3aab6f	mc	I don't want to run any more. Not now. Not ever.\n	game/Chapter6.rpy	687
Chapter6_ee0ad8cf	extend	I want to face things head on!	game/Chapter6.rpy	688
Chapter6_5e87b0f3		He looked at me, took a deep breath and sighed.	game/Chapter6.rpy	689
Chapter6_85316314	g	Tch...	game/Chapter6.rpy	690
Chapter6_c31864ad	g	Don't do anything like that ever again.	game/Chapter6.rpy	691
Chapter6_5080545e	g	Otherwise...	game/Chapter6.rpy	692
Chapter6_bc916d9e	extend	 I won't be able to stop worrying...	game/Chapter6.rpy	693
Chapter6_7bd5ef7c	mc	I could say the same thing to you...	game/Chapter6.rpy	700
Chapter6_a331566d	mc	You told me to run away and I did it without thinking.	game/Chapter6.rpy	701
Chapter6_70f83c2b	mc	But all that time while I was running away. I was thinking of you.	game/Chapter6.rpy	702
Chapter6_3ea536b8	mc	I couldn't stand the thought of something bad had happened to you.	game/Chapter6.rpy	709
Chapter6_98a5ecb7		My heart called out to him, my feelings poured out and everything else that was bottled up inside of me.	game/Chapter6.rpy	710
Chapter6_166592e6		I don't think I could hold it all in anymore, I've come to like him a lot.	game/Chapter6.rpy	711
Chapter6_8e4e2f87		And everything that's happened proved it to me today.	game/Chapter6.rpy	712
Chapter6_f9a40483		That I...	game/Chapter6.rpy	713
Chapter6_2485f494_1	mc	I...	game/Chapter6.rpy	714
Chapter6_a4d59333	extend	I really like you Goro!	game/Chapter6.rpy	715
Chapter6_93225957	mc	If something ever happens to you...	game/Chapter6.rpy	716
Chapter6_cf8c3bea		I was so caught up confessing my personal feelings towards him that I began to cry.	game/Chapter6.rpy	717
Chapter6_47144721	mc	 I don't know what I'll do without you...	game/Chapter6.rpy	724
Chapter6_7c4a65e0	g	Don't be stupid...	game/Chapter6.rpy	725
Chapter6_64f44538		I know for certain that my feelings and words had reached him because...	game/Chapter6.rpy	726
Chapter6_e34971d3	g	I like you too [povname].	game/Chapter6.rpy	736
Chapter6_84084774		I'm so happy just hearing those words...	game/Chapter6.rpy	737
Chapter6_31b33096	g	If anything happens to you.	game/Chapter6.rpy	738
Chapter6_a75b89b6	extend	 I don't think I can ever forgive myself.	game/Chapter6.rpy	739
Chapter6_b1aa7416	mc	I'm sorry... I'm so sorry...	game/Chapter6.rpy	740
Chapter6_99235f12	g	It's alright. I'm not angry at you...	game/Chapter6.rpy	741
Chapter6_0152463a	g	You don't need to apologise...	game/Chapter6.rpy	742
Chapter6_9821b03e		I gave a faint nod while I wiped my tears off my face.	game/Chapter6.rpy	743
Chapter6_490a2c6d	g	For now... let's go back to camp...	game/Chapter6.rpy	744
Chapter6_de5585ce	mc	W-Wait, aren't you hurt?	game/Chapter6.rpy	753
Chapter6_7ff91e74	g	It's only a scratch...	game/Chapter6.rpy	754
Chapter6_cad3b01f		Those wounds doesn't look like a minor scratch to me.	game/Chapter6.rpy	755
Chapter6_7369a5c1	mc	Let me see ...	game/Chapter6.rpy	762
Chapter6_31b01950		He didn't hesitate while I moved over to inspect his arm.	game/Chapter6.rpy	763
Chapter6_c88dac0c		I watched in pain, even though I wasn't the one with a wounded arm. I still felt hurt inside seeing him like this.	game/Chapter6.rpy	764
Chapter6_7db6b0a6	mc	This looks painful...	game/Chapter6.rpy	771
Chapter6_9388334f		I planted my palm gently on his arm where his wounds were visible.	game/Chapter6.rpy	772
Chapter6_e4adae51		He flinched as I touched him.	game/Chapter6.rpy	777
Chapter6_74a9fd04	g	... Ugh...	game/Chapter6.rpy	778
Chapter6_c1d4d3f1	mc	This looks bad. We need to get this treated.	game/Chapter6.rpy	779
Chapter6_f3203091	g	I'm okay. No need to-	game/Chapter6.rpy	780
Chapter6_b9a9ec26	mc	NO!	game/Chapter6.rpy	787
Chapter6_96a8d2ab_1	g	!	game/Chapter6.rpy	788
Chapter6_d2eeb046	mc	I won't stand by and do nothing...	game/Chapter6.rpy	795
Chapter6_dcac20e3	extend	 you've saved me and protected me, again and again...	game/Chapter6.rpy	796
Chapter6_ad3184c3	g	You're really stubborn you know that...	game/Chapter6.rpy	797
Chapter6_da0e4b84	mc	... I don't care...	game/Chapter6.rpy	798
Chapter6_b88fce45		I could say the same to you.	game/Chapter6.rpy	799
Chapter6_9b958c65	g	Let's go back to the campsite. There should be some herbs nearby you can use.	game/Chapter6.rpy	800
Chapter6_a49ed4f8_1	mc	Okay.	game/Chapter6.rpy	809
Chapter6_23ab7d38		I'm so glad things didn't turn out for the worse.	game/Chapter6.rpy	810
Chapter6_94cae65b		It wasn't long before I treated his arm with the herbs he suggested using.	game/Chapter6.rpy	818
Chapter6_4321733e		We went to the hot spring earlier and I even helped him wash off the blood on his body and clothes.	game/Chapter6.rpy	819
Chapter6_a17e1bd9	g	... Mmm...	game/Chapter6.rpy	824
Chapter6_ecf13bb5	mc	Does it hurt?	game/Chapter6.rpy	829
Chapter6_b67ac983	g	It's fine. Just a little uncomfortable.	game/Chapter6.rpy	830
Chapter6_72ba5727		We didn't manage to go out and get those supplies we needed but that's alright.\n	game/Chapter6.rpy	831
Chapter6_aa8fa621		Right now he's more important to me than leaving this island.	game/Chapter6.rpy	832
Chapter6_eb90098e		As I sat beside him watching the campfire flicker gently in the night. I stood up and turned to look at him.	game/Chapter6.rpy	833
Chapter6_396bd16f_1	g	Hm?	game/Chapter6.rpy	840
Chapter6_b4042108	g	What's wrong [povname]?	game/Chapter6.rpy	841
Chapter6_2485f494_2	mc	I...	game/Chapter6.rpy	848
Chapter6_08419bcd		Just say it [povname]. Just be brave and come out with it.	game/Chapter6.rpy	849
Chapter6_d002ed06	mc	Y-You know... I've been thinking...	game/Chapter6.rpy	850
Chapter6_3e503e78	mc	I've really come to like you a lot and you mean a lot to me too.	game/Chapter6.rpy	851
Chapter6_6b84fe6b	g	W-What's this all of sudden!?	game/Chapter6.rpy	858
Chapter6_1382c193		What am I trying to say?	game/Chapter6.rpy	859
